source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_n_cells,target_n_cells,min_source_target_n_cells
Colonocytes DUOX2,Colonocytes BEST4,ANXA1,ADRA2A,0.33112967,0.0,0.07323374,0.6778277,0.53211296,0.0086141955,0.8373946,0.039502323917205,0.495023581367935,4757,338,338
Macrophages proliferating,Macrophages immature,LTBP3,ITGB5,0.10995097,0.0,0.012016675,0.36226705,0.1343177,0.004890662,0.67596483,0.3379228236715422,0.4950283526507354,127,551,127
T cells proliferating,Colonocytes BEST4,TGFB1,LPP,0.2574807,0.005,0.06393682,0.2705067,0.17756578,0.0015227984,0.8279388,0.7864669592767762,0.4950363754299125,40,338,40
TA cells,cDC2,LRPAP1,LDLR,0.3066069,0.0,0.07323675,0.37625456,0.28040648,0.0026759298,0.83739746,0.2892982618420345,0.4950469073306759,5824,203,203
Tuft cells,Macrophages FOLR2,PLA2G2A,ITGAV,0.2574746,0.0,0.06598917,0.55474234,0.73925984,0.0042621135,0.8301776,0.0791315509001096,0.4950597019955212,288,6473,288
Tc,Plasma cell cycling,LTB,CD40,0.42299837,0.0,0.073242776,0.2910461,0.21431103,0.000778997,0.83740306,1.0,0.4950702340261655,6712,72,72
Capillary endothelial cells,Monocytes,CD99,CD81,0.25802043,0.8,0.05232033,-0.21262209,-0.31700277,0.0002383062,0.8131841,1.0,0.4950713655531123,5,767,5
Capillary endothelial cells,Monocytes,C3,CD81,0.25802043,0.005,0.05232033,1.22447,0.15698777,0.010576206,0.8131841,0.2026220318978452,0.4950713655531123,5,767,5
cDC2,Stem cells,BSG,SLC16A1,0.25747132,0.702,0.06403516,0.2998352,-0.11114469,0.0022862633,0.8280482,1.0,0.4950830292938977,203,2790,203
Plasma cell,Macrophages proliferating,TGFB1,ACVRL1,0.27135867,0.0,0.07324426,0.70343846,0.36426872,0.0052504,0.8374044,0.039502323917205,0.4950935614544159,21820,127,127
Macrophages LYVE1,B cell germinal center,LGALS9,PTPRC,0.76948977,0.0,0.15656914,0.6478414,0.5946367,0.0007819542,0.8827662,0.3827287028118984,0.4950969317092316,48,1063,48
B cell germinal center,T cells proliferating,HLA-DRB5,LAG3,0.52392566,0.0,0.16340241,0.79122055,0.49586526,0.0040517882,0.8849586,0.039502323917205,0.4950969317092316,1063,40,40
Goblet cells,TA cells,LAMC2,DAG1,0.11424728,0.0,0.01201673,0.44078574,0.17003755,0.012874205,0.67596537,0.2315384392695699,0.4950971038166517,9555,5824,5824
Macrophages proliferating,Colonocytes BEST4,MIF,TNFRSF14,0.25746974,0.9,0.064586185,-0.06351209,-0.18070191,0.0007190705,0.8286573,1.0,0.4951063573250536,127,338,127
Capillary endothelial cells,Macrophages proliferating,CALM1,HMMR,0.25801802,0.961,0.05231967,0.32034516,-0.5354468,0.0010466956,0.8131831,1.0,0.4951063573250536,5,127,5
Colonocytes BEST4,Th17,MIF,TNFRSF14,0.28658623,0.704,0.07324539,-0.02640677,-0.12198442,0.0008154778,0.83740544,1.0,0.495116889615438,338,3171,338
Monocytes inflammatory,Monocytes inflammatory,HLA-DQB1,CD4,0.5239067,0.0,0.18924364,0.7698842,0.5997964,0.0021060165,0.89222366,0.2524296115323601,0.4951265977204547,50,50,50
Macrophages IFN-activated,Plasma cell,CCL2,CCR10,0.34928235,0.0,0.07324571,1.1686937,0.7898605,0.036728032,0.83740574,0.0193328465467489,0.4951402185092437,818,21820,818
Goblet cells,Goblet cells,GSTP1,EGFR,0.6784327,0.0,0.15656093,0.36107633,0.10711823,0.005761371,0.88276345,0.4387136429546555,0.495156264378978,9555,9555,9555
TA cells,Colonocytes,PLA2G2A,ITGB1,0.5238825,0.0,0.19047475,0.36971503,0.31021193,0.0029728368,0.89253503,0.3018387574550645,0.495156264378978,5824,12656,5824
Monocytes,Tuft cells,LGALS9,CD44,0.29256463,0.0,0.073245734,0.14924854,0.093670905,0.000688828,0.8374058,1.0,0.4951635481358442,767,288,288
Macrophages FOLR2,NK cells,IL16,CD9,0.10980427,1.0,0.012017281,-0.251679,-0.6791637,0.00016022315,0.6759704,1.0,0.4951658537245985,6473,163,163
Macrophages proliferating,T cells proliferating,ICAM1,SPN,0.5238809,0.0,0.23198406,1.743905,1.0743746,0.013659062,0.90163064,0.0046432360207418,0.4951859316847788,127,40,40
Plasma cell,Plasma cell cycling,CALM1,KCNN4,0.5140625,1.0,0.07325093,-0.01658538,-0.19924271,0.0015999456,0.8374106,1.0,0.4951868784952514,21820,72,72
Macrophages proliferating,Macrophages proliferating,TNF,TRADD,0.28414723,0.0,0.052312024,0.7987696,0.64626974,0.0037945462,0.813172,0.039502323917205,0.4951996767777015,127,127,127
cDC2,Th effector,S100A8,ITGB2,0.25745192,0.0,0.06617194,1.0323322,0.7332928,0.001824267,0.83037245,0.3602267438862508,0.4951996767777015,203,1258,203
Macrophages proliferating,Colonocytes DUOX2,TLN1,ITGB5,0.42109045,0.0,0.07325537,0.87654066,0.65149295,0.005131048,0.83741474,0.039502323917205,0.4952102095874763,127,4757,127
NK cells,Tc effector,CALM1,PTPRA,0.6673411,0.151,0.15655571,0.050699726,-0.061453983,0.0008619267,0.8827617,1.0,0.4952155996378343,163,13119,163
Colonocytes BEST4,T cells proliferating,VEGFA,CD44,0.29322112,0.003,0.052311137,0.27166182,0.17669289,0.0011722452,0.8131708,0.8821626653441696,0.4952230084729268,338,40,40
cDC2,B cell germinal center,TIMP2,ITGB1,0.27071628,0.0,0.07325601,0.2817124,0.1544491,0.002012217,0.83741534,0.5417330916191364,0.4952335414125308,203,1063,203
NK cells,Stem cells,SEMA4D,MET,0.10974739,0.0,0.012017434,0.3855992,0.12430749,0.0062451963,0.67597175,0.3712273437578323,0.4952346023745875,163,2790,163
B cell germinal center,Colonocytes DUOX2,LGALS1,ITGB1,0.5238764,0.0,0.19460908,0.5522099,0.30672026,0.0012505789,0.8935605,0.6142543438699997,0.4952452682381212,1063,4757,1063
Goblet cells,Stem cells,HLA-E,CD8B,0.61352324,0.0,0.15654352,0.14427367,0.16473868,0.0013280195,0.8827577,1.0,0.4952452682381212,9555,2790,2790
Macrophages LYVE1,Monocytes,CD99,PILRA,0.2574464,0.198,0.06175404,1.1192646,0.028913528,0.002534754,0.8254505,1.0,0.4952463409010007,48,767,48
Macrophages IFN-activated,Stem cells,PTPN6,EGFR,0.28780794,0.0,0.07325974,0.8438374,0.42474437,0.012051328,0.8374188,0.039502323917205,0.4952568739704259,818,2790,818
Th effector,Goblet cells,IFNG,IFNGR1_IFNGR2,0.3036245,0.0,0.05231015,0.8949217,0.7101027,0.0034267446,0.8131693,0.056128819481423,0.4952696740619347,1258,9555,1258
Enterocytes,cDC2,HLA-DRB1,CD4,0.5238543,0.0,0.24274199,0.64300406,0.23974964,0.0014977027,0.9036227,0.5574727984347688,0.4952749374856164,17919,203,203
Th memory,Plasma cell cycling,HLA-C,LILRB1,0.8189964,0.001,0.15653059,0.20571056,-0.14052364,0.001074544,0.88275343,1.0,0.4952749374856164,8461,72,72
Enterocytes,Colonocytes DUOX2,CD99,CD81,0.27204034,1.0,0.07326336,-0.20201004,-0.27145135,0.00033369652,0.8374222,1.0,0.495280207261174,17919,4757,4757
Plasma cell cycling,Th17,HLA-DPA1,CD4,0.32930034,0.121,0.05230849,0.12143032,-0.4614288,0.00034537353,0.81316686,1.0,0.4952930079557396,72,3171,72
B cell memory,Goblet cells,FABP5,RXRA,0.11771619,1.0,0.012017696,-0.08270253,-0.3310483,0.00038541996,0.67597413,1.0,0.4953033497666305,5004,9555,5004
B cell cycling,Monocytes inflammatory,CALM1,PTPRA,0.48200095,1.0,0.0732649,-0.22273403,-0.38228658,0.00040336422,0.8374236,1.0,0.495303541284786,224,50,50
Tc,Th memory,HLA-C,CD8A,0.8313696,0.001,0.1565249,0.008893003,-0.21230407,0.0008157939,0.8827516,1.0,0.4953046073802972,6712,8461,6712
Stem cells,TA cells,SPINT1,ST14,0.5238428,0.0,0.27371144,0.8325019,0.63373077,0.012344179,0.9087261,0.039502323917205,0.4953046073802972,2790,5824,2790
Colonocytes,Enterocytes,CALM3,INSR,0.2677845,0.0,0.052307222,0.09615932,0.051072717,0.0017409554,0.813165,1.0,0.4953163425824279,12656,17919,12656
Colonocytes DUOX2,Macrophages IFN-activated,TIMP2,ITGB1,0.2833928,0.0,0.073266596,0.29002205,0.24478285,0.002012508,0.8374252,0.5112853557893469,0.4953268760412734,4757,818,818
NK cells,Monocytes,HMGB1,TLR4,0.5238286,0.881,0.17048515,0.5965754,-0.2719778,0.0033591348,0.887101,1.0,0.4953342779221403,163,767,163
Macrophages proliferating,B cell memory,TNFSF13B,TFRC,0.35988882,0.0,0.052305523,0.8355721,0.44753987,0.0011929699,0.8131626,0.3827287028118984,0.4953396779420103,127,5004,127
Monocytes inflammatory,Monocytes,VEGFA,SIRPA,0.2574191,0.0,0.06612646,1.0795817,0.46243924,0.008246148,0.83032405,0.039502323917205,0.4953396779420103,50,767,50
Th17,Colonocytes DUOX2,IFNG,IFNGR1_IFNGR2,0.2954172,0.0,0.073271416,0.67991644,0.45814684,0.004615551,0.83742964,0.039502323917205,0.495350211530648,3171,4757,3171
Macrophages proliferating,Macrophages LYVE1,TNF,TNFRSF1A,0.28413835,0.0,0.05230398,0.7676858,0.60132885,0.002745314,0.8131603,0.1175564605837203,0.495363014034499,127,48,48
cDC2,Monocytes,ICAM1,ITGAL_ITGB2,0.25741577,0.0,0.06288346,0.78832906,0.42093033,0.0042643975,0.8267523,0.039502323917205,0.495363014034499,203,767,203
Macrophages FOLR2,Macrophages proliferating,GNAI2,ADCY7,0.52382326,0.0,0.17998374,1.2861494,0.8075517,0.00671255,0.8897877,0.039502323917205,0.495363949111123,6473,127,127
Colonocytes DUOX2,T cells proliferating,MIF,TNFRSF14,0.57193273,0.0,0.15651324,0.42524502,0.597795,0.0017425406,0.8827477,0.3985828051294052,0.495363949111123,4757,40,40
TA cells,B cell cycling,FAM3C,LAMP1,0.112026334,1.0,0.012018735,-0.22898969,-0.2327932,0.00030682326,0.67598355,1.0,0.4953720959007385,5824,224,224
T cells proliferating,T cells proliferating,CCL20,CCR6,0.2707324,0.0,0.073271886,0.7498112,0.41732505,0.007379988,0.8374301,0.039502323917205,0.495373547752921,40,40,40
Stem cells,Monocytes,PLA2G2A,ITGAV,0.90886825,0.0,0.15649791,1.0687453,1.2489728,0.010107898,0.88274264,0.033949309800237,0.4953936209472218,2790,767,767
Monocytes,Tc effector,CD99,CD81,0.30106038,1.0,0.07327375,-0.13494119,-0.26349542,0.00033374384,0.8374318,1.0,0.495396884708104,767,13119,767
Macrophages FOLR2,Tfh,TNF,ICOS,0.25741374,0.0,0.06623751,0.95470524,0.6213154,0.008714025,0.8304422,0.039502323917205,0.4954096884182402,6473,1216,1216
Macrophages IFN-activated,NK cells,THBS1,CD47,0.27632642,0.0,0.073273875,0.62487495,0.27019653,0.0021306884,0.8374319,0.2449473045278622,0.4954202223962085,818,163,163
NK cells,Th17,HMGB1,CXCR4,0.5238101,1.0,0.17045383,-0.25198156,-0.6686406,0.00022882498,0.8870918,1.0,0.4954232934304142,163,3171,163
Th naive,Colonocytes DUOX2,TGFB1,ACVRL1,0.25741094,0.0,0.059977002,0.7568472,0.32041097,0.004299357,0.8233371,0.0443573443449809,0.4954330267095157,1182,4757,1182
Colonocytes DUOX2,Treg,HLA-DQB1,LAG3,0.27286273,0.0,0.052300036,0.2680531,0.060925856,0.0011356324,0.81315464,0.9290712402258338,0.4954330267095157,4757,449,449
Macrophages proliferating,B cell memory,F11R,ITGAL_ITGB2,0.11048402,0.004,0.01201879,0.14791606,0.056405615,0.0014934249,0.67598414,1.0,0.4954408407769232,127,5004,127
Plasma cell cycling,Plasma cell cycling,GNAI2,CAV1,0.37131006,0.0,0.07327911,0.72774875,0.3724065,0.0065169646,0.8374368,0.039502323917205,0.4954435608172466,72,72,72
T cells proliferating,Colonocytes DUOX2,TIMP1,CD63,1.124324,0.0,0.15105987,0.42548224,0.62986934,0.0004985214,0.88089985,1.0,0.4954448549422872,40,4757,40
Stem cells,Tc,LAMA1,RPSA,0.8807731,0.0,0.15647902,0.26633143,-0.040430456,0.004416625,0.8827364,1.0,0.4954529665606768,2790,6712,2790
Th naive,Monocytes,CD55,ADGRE5,0.2867907,0.0,0.052296884,0.3621183,0.16103554,0.0010435269,0.81315,1.0,0.4954563657337433,1182,767,767
Macrophages IFN-activated,Th effector,CD55,ADGRE5,0.25740287,0.0,0.062080204,0.23422441,0.07105689,0.0012387423,0.8258296,0.8016762986876946,0.4954563657337433,818,1258,818
Macrophages IFN-activated,Macrophages proliferating,CALM3,PDE1B,0.32186455,0.0,0.073291786,1.1469282,0.28340927,0.0101866685,0.83744854,0.0666670285298427,0.4954668999712288,818,127,127
Monocytes inflammatory,B cell naive,INHBA,ACTR2,0.25738835,0.0,0.06226249,1.7347257,0.3866996,0.008759894,0.82604045,0.039502323917205,0.495479705490934,50,3019,50
Neutrophils,Tc effector,ICAM1,SPN,0.28143924,0.01,0.07329249,0.828376,0.3859164,0.004315411,0.8374492,0.2695679129348551,0.4954902398581665,5,13119,5
Tc naive,Monocytes,MAML2,NOTCH1,0.110963896,0.0,0.012020105,0.37313884,0.13324377,0.0032465446,0.67599607,0.3413484772099088,0.4955095843951964,406,767,406
Tfh,Macrophages proliferating,IL16,CD4,0.5237693,0.0,0.17336884,1.7155573,0.8483085,0.0066471575,0.8879382,0.039502323917205,0.4955123147623211,1216,127,127
B cell naive,Monocytes,ICAM3,ITGAL,0.28353518,0.0,0.07329377,0.42587408,0.18514407,0.0029452085,0.8374504,0.2048617599834216,0.4955135804780733,3019,767,767
Monocytes,cDC2,VEGFA,ITGB1,0.27077326,0.0,0.07329541,0.44812262,0.27794024,0.0026534062,0.83745193,0.1742981700020188,0.4955369218309579,767,203,203
Goblet cells,Tc naive,CD59,CD2,0.5237321,0.0,0.22443421,0.37970352,0.23397431,0.0020947694,0.9001536,0.2821941738378188,0.4955419898336565,9555,406,406
Paneth cells,Goblet cells,HBEGF,EGFR_ERBB2,0.27995124,0.0,0.052291386,0.65743536,0.38900894,0.0077800998,0.81314206,0.039502323917205,0.4955497291604038,5623,9555,5623
Macrophages IFN-activated,Macrophages FOLR2,PTGS2,ALOX5,0.31963292,0.0,0.073295735,1.1670079,0.6758174,0.0063356156,0.83745223,0.039502323917205,0.4955602639168339,818,6473,818
ILC3,Stem cells,TNFSF10,TNFRSF10B,0.2585646,0.008,0.05228563,0.49946558,0.394973,0.003955159,0.81313366,0.7924788490202127,0.495573071849564,23,2790,23
Th naive,Macrophages IFN-activated,SPTAN1,PTPRA,0.11036053,0.986,0.012020566,-0.04730185,-0.03633491,0.00052911456,0.67600024,1.0,0.4955783267555693,1182,818,818
Th17,B cell germinal center,TGFB1,ITGB1,0.27079558,0.0,0.07329984,0.21840006,0.10862766,0.0011978186,0.83745605,0.8508272609848307,0.4955836067357111,3171,1063,1063
Th effector,Plasma cell cycling,TNF,TRADD,0.2573553,0.0,0.06448262,0.6561682,0.42517915,0.0046773623,0.8285434,0.039502323917205,0.4955964152717456,1258,72,72
Goblet cells,Th effector,HLA-F,CD8B,0.25817093,0.0,0.052284364,0.10229665,0.0980238,0.0013551179,0.81313187,1.0,0.4955964152717456,9555,1258,1258
NK cells,Stem cells,HLA-E,CD8B,0.613243,0.001,0.15646246,0.14392167,-0.0002990663,0.0013273319,0.8827309,1.0,0.4956013419172395,163,2790,163
Th17,Colonocytes,S100A10,CFTR,0.34365886,1.0,0.07329989,-0.07590078,-0.77045494,0.0016118449,0.8374561,1.0,0.4956069502876032,3171,12656,3171
Tc,cDC migratory,HLA-F,LILRB1,0.26825404,0.003,0.05228422,0.3579893,0.14313802,0.0016341078,0.81313163,0.7418163256296905,0.4956197594269597,6712,14,14
Monocytes inflammatory,B cell naive,HBEGF,CD44,0.25735423,0.008,0.055723682,0.17499962,0.0792658,0.000921376,0.81792384,1.0,0.4956197594269597,50,3019,50
Colonocytes BEST4,Goblet cells,ARF6,SMAP1,0.27096346,0.0,0.07330089,0.12976696,0.11194526,0.0012762867,0.837457,1.0,0.4956302945725189,338,9555,338
NK cells,Tc effector,HLA-F,CD8B,0.5237072,0.0,0.26729286,0.8527879,0.5900526,0.006927757,0.9077372,0.039502323917205,0.495631018929441,163,13119,163
Enterocytes,Paneth cells,HBEGF,CD9,0.6432626,0.0,0.15645692,0.41929063,0.30384797,0.002584891,0.88272905,0.215094492149722,0.495645857678134,17919,5623,5623
Macrophages IFN-activated,Macrophages LYVE1,LGALS1,CD69,0.8073235,0.0,0.1564569,0.5535963,0.5056163,0.0005277909,0.88272905,0.6094340383342742,0.495645857678134,818,48,48
Colonocytes DUOX2,Colonocytes BEST4,THBS1,SDC4,0.10978216,0.0,0.012020745,0.2304303,0.09361985,0.0017759486,0.6760019,0.7403084363864185,0.4956470678580533,4757,338,338
Tc,Th effector,CD55,ADGRE5,0.2748326,0.0,0.07330583,0.27088335,0.090336695,0.0014627374,0.8374616,0.584421314819749,0.4956536395904728,6712,1258,1258
Colonocytes DUOX2,Th memory,APP,CD74,0.52368563,1.0,0.2399884,0.28127903,-0.8404446,0.000805097,0.9031248,1.0,0.4956606965885516,4757,8461,4757
Macrophages immature,Macrophages proliferating,ADAM10,CD44,0.34733507,0.0,0.05228061,0.34038508,0.32739428,0.0011422102,0.8131264,0.9212560427179912,0.4956664499365307,551,127,127
Colonocytes,Tc effector,LGALS9,CD44,0.27459562,0.0,0.073307775,0.09913185,0.04092513,0.0006894115,0.8374634,1.0,0.4956769853414739,12656,13119,12656
T cells proliferating,Monocytes,TGFB1,LPP,0.25733024,0.002,0.063844725,0.27010652,0.18243611,0.0015206047,0.8278361,0.71133549782485,0.495689796290911,40,767,40
Plasma cell,B cell cycling,LMAN1,MCFD2,0.47209132,0.0,0.07330839,0.4754088,0.5693206,0.0026477324,0.837464,0.1428447472578644,0.4957003318255348,21820,224,224
Macrophages IFN-activated,Colonocytes,THBS1,SDC1,0.2573276,0.0,0.060664512,0.6784168,0.31247205,0.0057741418,0.82416445,0.0484433345899597,0.4957131433783701,818,12656,818
Colonocytes DUOX2,Colonocytes,CALM1,PTPRA,0.9487339,0.0,0.15643394,0.3376903,0.6049168,0.0008612563,0.8827215,1.0,0.4957200538474081,4757,12656,4757
Macrophages IFN-activated,Macrophages FOLR2,PKM,CD44,0.5236653,0.0,0.23296028,0.3157294,0.39012566,0.0010101728,0.9018167,1.0,0.4957200538474081,818,6473,818
Stem cells,Paneth cells,ADAM15,ITGB1,0.2707754,0.0,0.073309034,0.48739943,0.23573227,0.0042406064,0.8374646,0.1307162314261936,0.4957236790426668,2790,5623,2790
TA cells,cDC2,APP,LRP10,0.3371904,0.0,0.052276313,0.29848725,0.20987645,0.0014310874,0.8131201,0.6101118256751785,0.4957364911989197,5824,203,203
B cell naive,Colonocytes DUOX2,GRN,TNFRSF1A,0.3119274,0.0,0.07330943,0.35190982,0.06438866,0.0009733837,0.8374649,1.0,0.495747026992882,3019,4757,3019
Enterocytes,Colonocytes BEST4,LAMB3,ITGA6_ITGB4,0.109934255,0.948,0.012021496,-0.0012281612,-0.06775087,0.0019165128,0.67600876,1.0,0.4957501771532634,17919,338,338
Enterocytes,Colonocytes BEST4,LAMB3,ITGA6_ITGB1,0.109934255,0.948,0.012021496,-0.0012281612,-0.06775087,0.0019165128,0.67600876,1.0,0.4957501771532634,17919,338,338
Th memory,cDC migratory,HLA-F,LILRB1,0.26821533,0.003,0.05227431,0.3578892,0.1447742,0.0016337982,0.8131172,0.7418163256296905,0.4957598397525709,8461,14,14
Macrophages immature,Th17,HLA-DQA2,LAG3,0.2573172,0.0,0.06532094,0.8789711,0.6455256,0.009329023,0.82945895,0.039502323917205,0.4957598397525709,551,3171,551
NK cells,Monocytes,LTB,CD40,0.31641933,0.003,0.0733106,0.2209808,0.05668144,0.0007797183,0.837466,1.0,0.4957703756761907,163,767,163
NK cells,Macrophages proliferating,HMGB1,TLR2,0.5236505,0.858,0.17018381,0.9538295,-0.26077002,0.003290647,0.88701236,1.0,0.4957794136936252,163,127,127
Colonocytes BEST4,Stem cells,PSEN1,CD44,0.31819114,0.0,0.052271552,0.30674696,0.25477013,0.0012751633,0.8131132,0.7604638936940263,0.4957831890393344,338,2790,338
Macrophages IFN-activated,Monocytes,IL6,IL6R_IL6ST,0.29366317,0.0,0.07331327,1.8525946,0.6485348,0.020806113,0.8374685,0.0280501183600469,0.4957937250926054,818,767,767
ILC3,Macrophages IFN-activated,TGFB1,LPP,0.25731623,0.007,0.06584927,0.26801792,0.15658039,0.0015683474,0.83002794,0.8232849478422575,0.4958065390592238,23,818,23
Enterocytes,Th memory,MDK,ITGA4_ITGB1,0.33018187,0.0,0.052269474,0.097951815,0.19463784,0.00085391634,0.81311023,1.0,0.4958065390592238,17919,8461,8461
Macrophages proliferating,Macrophages IFN-activated,CD14,TLR1,0.62858593,0.0,0.15643112,2.238097,1.3090852,0.024631009,0.88272053,0.0003994836151116,0.4958090945869365,127,818,127
Monocytes,Tfh,VCAN,CD44,0.5236182,0.0,0.24863778,3.7836604,0.9071653,0.01436652,0.9046626,0.0061896108806906,0.4958090945869365,767,1216,767
cDC2,T cells proliferating,HSPA8,LDLR,0.5635269,0.627,0.07331689,-0.037131045,0.080254264,0.0005582506,0.83747184,1.0,0.4958170752421375,203,40,40
Colonocytes BEST4,Plasma cell cycling,ARF6,SMAP1,0.2573084,0.065,0.0656013,0.093915336,0.04869029,0.0011422243,0.8297616,1.0,0.4958298898122488,338,72,72
Colonocytes DUOX2,Plasma cell cycling,CDH1,ITGAE_ITGB7,0.5235746,0.0,0.20423977,0.9003712,0.6892992,0.008981662,0.8958358,0.039502323917205,0.4958387761270191,4757,72,72
Macrophages immature,Macrophages proliferating,CD47,SIRPA,0.32316318,0.0,0.07331719,1.3588254,0.37091154,0.0028858637,0.83747214,0.1001055944693517,0.4958521018410556,551,127,127
Macrophages proliferating,Macrophages immature,SIRPA,CD47,0.32316318,0.0,0.07331719,1.3588254,0.37091154,0.0028858637,0.83747214,0.1001055944693517,0.4958521018410556,127,551,127
Colonocytes BEST4,Th naive,CD99,CD81,0.25730762,1.0,0.06583516,-0.22365308,-0.34240448,0.0002998629,0.83001286,1.0,0.4958532412984212,338,1182,338
Enterocytes,B cell germinal center,VEGFA,CD44,0.10968405,1.0,0.012021725,-0.11521201,-0.15589595,0.000269396,0.67601085,1.0,0.4958532836182888,17919,1063,1063
Macrophages IFN-activated,T cells proliferating,ICAM1,SPN,0.52355033,0.0,0.23177396,1.7427208,0.96602726,0.01364669,0.90159047,0.004662511287947,0.4958684583138497,818,40,40
Treg,Goblet cells,TGFB1,LPP,0.25730738,0.0,0.06585991,0.2653999,0.17055672,0.0015686009,0.8300393,0.6021109612356185,0.495876593517753,449,9555,449
Th memory,Macrophages IFN-activated,MIF,CD74_CXCR4,0.265817,1.0,0.052265108,-0.14764662,-0.40036064,0.0002530622,0.81310385,1.0,0.495876593517753,8461,818,818
Macrophages IFN-activated,Monocytes,CCL5,CCR1,0.2722163,0.054,0.07331987,0.7963072,-0.21575254,0.0022475496,0.83747464,1.0,0.4958871300895517,818,767,767
B cell memory,Paneth cells,PKM,CD44,0.25730526,1.0,0.06507523,-0.14378881,-0.27765977,0.00028218213,0.8291922,1.0,0.4958999464702552,5004,5623,5004
Tc effector,Tc effector,MIF,CD74_CXCR4,0.2819028,1.0,0.052264623,-0.47715303,-1.6114734,8.294147e-05,0.81310314,1.0,0.4958999464702552,13119,13119,13119
ILC3,Colonocytes BEST4,ANXA1,ADRA2A,0.33143783,0.016,0.07332022,0.6782929,0.25385252,0.008624368,0.837475,0.6687305208752139,0.4959104831716675,23,338,23
Goblet cells,Tfh,TIMP2,ITGB1,0.11077796,1.0,0.012022461,-0.12362264,-0.15601394,0.00033023642,0.6760175,1.0,0.4959220196893331,9555,1216,1216
Macrophages IFN-activated,Neutrophils,CD52,SIGLEC10,0.25778523,0.435,0.05225512,0.248722,-0.072615206,0.0008591178,0.8130893,1.0,0.49592330015594,818,5,5
