source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_n_cells,target_n_cells,min_source_target_n_cells
Macrophages LYVE1,Th naive,APOE,SORL1,0.19978347,0.001,0.033240188,0.359932,0.14759992,0.0015345505,0.7762632,0.6623585211228162,0.9601499227798592,48,1182,48
Macrophages FOLR2,Neutrophils,VASP,CXCR2,0.37895682,0.0,0.14224434,12.687801,0.5706891,0.030574698,0.87770927,0.0079288144991572,0.960155314474838,6473,5,5
Paneth cells,B cell cycling,SPTAN1,PTPRA,0.12873238,0.364,0.016398113,0.011113078,0.00235454,0.0007218031,0.7090397,1.0,0.960189430666858,5623,224,224
Th naive,Treg,CD99,CD81,0.35313463,0.99,0.122035585,-0.06026482,-0.1753715,0.00055584195,0.86924475,1.0,0.9601976642781392,1182,449,449
Monocytes inflammatory,Monocytes,ADAM9,ITGB1,0.24138974,0.0,0.033237945,0.25372723,0.15904042,0.001727988,0.77625734,0.646035040851167,0.9602224809311022,50,767,50
Stem cells,Macrophages proliferating,IL18,IL18BP,0.19841695,0.0,0.03762728,0.901617,0.2921002,0.0071172765,0.7868441,0.0606720708032333,0.9602224809311022,2790,127,127
cDC migratory,cDC2,HLA-DMA,CD4,0.37894234,0.006,0.14250298,0.71436363,0.30205777,0.0020015938,0.8778067,0.805550567791951,0.9602282032205244,14,203,14
Macrophages immature,Macrophages proliferating,CALM1,PTPRA,0.37647855,1.0,0.12203898,-0.17758188,-0.42936322,0.00067189283,0.86924636,1.0,0.9602339437868612,551,127,127
Plasma cell cycling,Colonocytes BEST4,HRAS,INSR,0.12916452,0.006,0.016398637,0.19586474,0.07907737,0.0030587749,0.70904297,0.8931259204966285,0.960249382776228,72,338,72
Monocytes inflammatory,T cells proliferating,ADAM17,ITGB1,0.12810194,0.556,0.016398983,0.08569815,-0.0497099,0.0007096942,0.7090452,1.0,0.960309333710884,50,40,40
Macrophages immature,Colonocytes DUOX2,PTPN6,EGFR,0.19840312,0.0,0.037980717,0.5309526,0.24930075,0.006247881,0.78762704,0.0968376065498852,0.9603313250118116,551,4757,551
B cell naive,Monocytes inflammatory,ADAM28,ITGA4,0.20527911,0.0,0.033232767,0.5839265,0.24106857,0.0033144527,0.7762438,0.1056599058697471,0.9603313250118116,3019,50,50
B cell cycling,Tfh,SPTAN1,PTPRA,0.12904748,0.36,0.016399672,0.011875588,0.009051904,0.00072187174,0.70904946,1.0,0.9603692834708376,224,1216,224
Macrophages immature,Th17,SIRPA,CD47,0.19840047,0.0,0.036186103,0.35065126,0.09310095,0.0014243338,0.7835506,0.6159358582281195,0.9603857501364804,551,3171,551
Th17,Macrophages immature,CD47,SIRPA,0.19840047,0.0,0.036186103,0.35065126,0.09310095,0.0014243338,0.7835506,0.6159358582281195,0.9603857501364804,3171,551,551
B cell naive,Macrophages IFN-activated,PTPN6,CLEC12A,0.23471156,0.0,0.033231836,0.92138755,0.31382364,0.0040420135,0.77624136,0.0477974408377892,0.9604038923016482,3019,818,818
Colonocytes BEST4,Macrophages FOLR2,MIF,CD44_CD74,0.3506902,0.081,0.122073814,0.043568134,-0.017234087,0.00078981085,0.8692625,1.0,0.960415355038152,338,6473,338
B cell germinal center,Monocytes inflammatory,TNF,VSIR,0.13736172,0.059,0.01640063,0.12847918,0.09257542,0.0007042853,0.7090555,1.0,0.9604292320561004,1063,50,50
Capillary endothelial cells,Macrophages IFN-activated,CD99,PILRA,0.19839725,0.52,0.035789277,0.7927078,-0.03665802,0.0014690054,0.7826141,1.0,0.9604401773174108,5,818,5
Th naive,Monocytes,HLA-DPA1,CD4,0.25377068,0.736,0.033229254,0.5275296,-0.58112574,0.0002194004,0.7762346,1.0,0.960476463247084,1182,767,767
ILC3,Macrophages proliferating,APOA1,LRP1,0.19839333,0.17,0.03845509,0.41944927,-1.0866514,0.006977022,0.7886633,1.0,0.960476463247084,23,127,23
Treg,Treg,HLA-DRB1,CD4,0.13669828,1.0,0.01640172,0.016573891,-0.88824886,0.00010119758,0.70906234,1.0,0.960489179466684,449,449,449
Macrophages IFN-activated,Monocytes,IL18,IL18BP,0.22513637,0.0,0.03322626,0.7231164,0.48933,0.0062848143,0.77622676,0.039502323917205,0.96051275009068,818,767,767
Tc effector,Tc naive,LGALS1,CD69,0.3524273,0.996,0.12208515,-0.061154023,-0.3934613,0.00041184144,0.8692678,1.0,0.960524212755485,13119,406,406
Th naive,Tc,GNAI2,CXCR3,0.19838884,0.0,0.03489309,0.22673838,0.041246384,0.0013075551,0.78044915,0.7560683032139287,0.9605490378482104,1182,6712,1182
Monocytes inflammatory,Plasma cell,TGFB1,CAV1,0.13296932,0.043,0.01640337,0.29473424,0.11083619,0.0031179714,0.7090727,1.0,0.9605491257025996,50,21820,50
B cell cycling,Colonocytes,MIF,CD44_CD74,0.21879606,1.0,0.033225287,-0.22302252,-0.34591454,0.00021496578,0.77622426,1.0,0.960585326519687,224,12656,224
cDC2,Colonocytes DUOX2,PKM,CD44,0.37887245,0.024,0.1406687,0.0788354,0.061739415,0.0006099739,0.87711024,1.0,0.9605926665666203,203,4757,203
ILC3,Tuft cells,MIF,CD44_CD74,0.13592605,1.0,0.016404226,-0.33931267,-0.46693194,0.00010613443,0.70907813,1.0,0.9606090707638592,23,288,23
Macrophages immature,Macrophages IFN-activated,ADAM17,ITGB1,0.22888896,0.0,0.033225205,0.26504338,0.18354718,0.0014378781,0.7762241,0.6045129301204121,0.9606216161051202,551,818,551
Colonocytes BEST4,TA cells,LAMA1,ITGA6_ITGB1,0.19838679,0.0,0.03392799,0.36548045,0.16425292,0.011991479,0.7780367,0.3111935166772751,0.9606216161051202,338,5824,338
B cell cycling,TA cells,BSG,SLC16A1,0.13609657,1.0,0.016405534,-0.1697698,-0.3662238,0.0005857309,0.70908636,1.0,0.9606690146504736,224,5824,224
Th17,Goblet cells,ARPC5,LDLR,0.35575098,0.0,0.122116186,0.34942484,0.1805124,0.0017544694,0.8692823,0.3922163002272344,0.9607056605629688,3171,9555,3171
Tuft cells,Th memory,F11R,ITGAL_ITGB2,0.12902726,0.0,0.01640607,0.24334337,0.10442706,0.0020385776,0.7090897,0.68675130570097,0.9607289573624548,288,8461,288
Tc effector,Th17,MIF,CD44_CD74,0.20050795,1.0,0.033223975,-0.21026415,-0.4099563,0.00021495727,0.7762208,1.0,0.9607667835866552,13119,3171,3171
cDC migratory,Macrophages LYVE1,PKM,CD44,0.19837554,0.956,0.038533274,-0.25273943,-0.39555934,0.00016708972,0.78883255,1.0,0.9607667835866552,14,48,14
Macrophages IFN-activated,Th memory,TNF,TRADD,0.12921558,0.0,0.016406408,0.18177357,0.13386025,0.0011900682,0.70909184,0.9580901450005512,0.9607888988998146,818,8461,818
Macrophages LYVE1,B cell naive,F13A1,ITGA4,0.19836879,0.0,0.03525223,0.8095201,0.2751979,0.008738221,0.7813252,0.0729245270190107,0.9608030777420472,48,3019,48
cDC2,Tfh,LGALS9,CD44,0.3497841,0.0,0.122152165,0.25878835,0.17681077,0.0011487609,0.869299,0.9122159080402292,0.9608145402151228,203,1216,203
cDC2,Paneth cells,LRPAP1,SORT1,0.14615726,0.618,0.016407814,0.006348202,0.0003913194,0.0010639428,0.70910066,1.0,0.9608488392625636,203,5623,203
Neutrophils,Macrophages FOLR2,VEGFA,ITGA9,0.19836861,0.021,0.035781335,1.1283514,0.32313767,0.010777368,0.7825952,0.2863557593553396,0.9608756687949216,5,6473,5
Capillary endothelial cells,Macrophages FOLR2,LAMA3,ITGA9_ITGB1,0.19836861,0.011,0.035781335,1.3059616,0.36865675,0.041534007,0.7825952,0.1490430994039097,0.9608756687949216,5,6473,5
Capillary endothelial cells,Macrophages FOLR2,ADAM15,ITGA9,0.19836861,0.012,0.035781335,1.1532798,0.33460975,0.017220914,0.7825952,0.2619935568091693,0.9608756687949216,5,6473,5
Macrophages FOLR2,Monocytes,ANXA2,TLR2,0.37880558,0.0,0.12243185,1.1885144,-0.123619154,0.004883307,0.8694289,0.3827287028118984,0.9608842607736462,6473,767,767
Colonocytes,Plasma cell,LMAN1,MCFD2,0.12820747,1.0,0.016408356,-0.10224036,-0.21677947,0.00059263245,0.70910406,1.0,0.960908778450714,12656,21820,12656
Monocytes inflammatory,Tc,THBS1,CD47,0.3787794,0.0,0.12698257,1.0686221,0.38555682,0.0036924523,0.8714865,0.0431222128865203,0.9609207115195024,50,6712,50
Colonocytes DUOX2,Th naive,JAG1,CD46,0.1983675,0.0,0.03465708,0.56189877,0.16093108,0.0048864125,0.7798672,0.2547632790011822,0.960948263503993,4757,1182,1182
Macrophages immature,Colonocytes,APOE,LSR,0.37877297,0.0,0.14310938,0.72716844,0.6660134,0.006821471,0.8780343,0.039502323917205,0.9609571625919444,551,12656,551
cDC2,Plasma cell,CXCL12,ITGA4,0.12938258,0.0,0.016408676,0.33858174,0.15787566,0.0027030613,0.7091061,0.3730151990439642,0.9609687164642772,203,21820,203
Macrophages immature,Macrophages IFN-activated,LGALS3BP,CD33,0.19836369,0.004,0.039304152,0.67348355,0.028870746,0.0023175583,0.7904776,0.8153467414533917,0.9610208618693538,551,818,551
Th memory,NK cells,LGALS1,ITGB1,0.12925404,1.0,0.016409202,-0.29922086,-0.5739249,0.000105447296,0.70910937,1.0,0.9610286533032644,8461,163,163
Macrophages immature,Colonocytes DUOX2,TGFB1,LPP,0.37686944,0.0,0.122170776,0.58323985,0.455697,0.00290977,0.86930764,0.0973801721896899,0.9610323241981232,551,4757,551
Th17,T cells proliferating,TGFB1,ITGB1,0.19835892,0.336,0.03486777,0.05432252,-0.039497748,0.0005697866,0.780387,1.0,0.9610571624231712,3171,40,40
Plasma cell,Stem cells,TIMP2,ITGA3,0.20646039,0.0,0.03321957,0.45185423,0.2855461,0.007986195,0.7762093,0.1694847622887335,0.9610571624231712,21820,2790,2790
Macrophages FOLR2,cDC2,LMAN1,MCFD2,0.14326322,1.0,0.016409246,-0.12761335,-0.18160886,0.0005926646,0.70910966,1.0,0.9610885889676876,6473,203,203
B cell memory,Stem cells,COL9A3,SDC1,0.22304775,0.0,0.033218965,0.4246229,0.20126665,0.011480225,0.77620775,0.2067678535175944,0.9610934638910962,5004,2790,2790
Monocytes inflammatory,Macrophages FOLR2,ADAM10,IL6R,0.19835776,0.0,0.03934561,0.64298534,0.297957,0.0053800913,0.79056484,0.0569651780357465,0.9610934638910962,50,6473,50
Tuft cells,TA cells,LGALS3BP,ITGB1,0.3548585,0.0,0.12217847,0.16542687,0.068757504,0.0015951614,0.8693112,1.0,0.9611049261716664,288,5824,288
Macrophages immature,Macrophages immature,CXCL12,ITGB1,0.19835752,0.0,0.038516562,0.38504234,0.16543382,0.002944081,0.78879637,0.2723994192054423,0.9611297662731388,551,551,551
Stem cells,Plasma cell cycling,BST1,CAV1,0.20034482,0.0,0.0332184,1.1843146,0.36074716,0.04929663,0.77620625,0.039502323917205,0.9611297662731388,2790,72,72
NK cells,Capillary endothelial cells,LTB,TNFRSF1A,0.37870884,0.078,0.13312829,0.27895877,0.065596834,0.0012013571,0.87411,1.0,0.9611394228521232,163,5,5
Macrophages IFN-activated,cDC2,PLTP,ABCA1,0.13275836,0.0,0.016411586,0.4558548,0.24265634,0.0035852483,0.7091244,0.1648221645075712,0.961148523457558,818,203,203
B cell germinal center,Macrophages immature,TGFB1,ITGB1,0.19835217,0.165,0.03851413,0.028806638,0.00019259751,0.00062937307,0.7887911,1.0,0.9611660695693116,1063,551,551
Stem cells,Neutrophils,CD55,ADGRE2,0.3786993,0.001,0.133123,1.2822042,0.47234142,0.009002938,0.87410784,0.1392185641872166,0.961175875883592,2790,5,5
Tc naive,B cell naive,CD99,CD81,0.35809857,0.965,0.12218452,-0.038815238,-0.18239236,0.00055652036,0.8693141,1.0,0.9611775318016348,406,3019,406
ILC3,Macrophages IFN-activated,SPN,SIGLEC1,0.13597342,0.0,0.01641279,0.67026895,0.19931749,0.0041925623,0.70913196,0.1688933837108654,0.9612084567728874,23,818,23
Macrophages LYVE1,Macrophages proliferating,CCL18,CCR1,0.3786844,0.0,0.13416633,2.2687995,0.8029555,0.05353524,0.87453675,0.0065020179557834,0.9612123292414848,48,127,48
TA cells,Monocytes inflammatory,F12,CD93,0.19833936,0.0,0.0385947,0.7731725,0.32015935,0.010111663,0.78896517,0.0444893812113165,0.9612386789040924,5824,50,50
Enterocytes,Macrophages immature,ACTR2,LDLR,0.20618255,1.0,0.033217654,-0.01875066,-0.08507333,0.0005764017,0.7762043,1.0,0.9612386789040924,17919,551,551
NK cells,Plasma cell cycling,LGALS1,CD69,0.35112932,0.816,0.12218789,-0.06334155,-0.34802553,0.00041218803,0.8693156,1.0,0.96125014108812,163,72,72
Macrophages IFN-activated,Plasma cell,ADAM9,ITGB1,0.1331541,0.955,0.016414119,0.10135776,-0.06921562,0.0008533439,0.7091403,1.0,0.961268388913687,818,21820,818
Tuft cells,Tfh,HLA-DRA,CD4,0.1983392,1.0,0.035936277,-0.040021256,-1.066133,0.0001567371,0.78296256,1.0,0.9612749849427236,288,1216,288
Colonocytes BEST4,Macrophages IFN-activated,TGFB1,ITGB1,0.22887647,0.0,0.033216026,0.07686812,0.06340882,0.0005427948,0.77620006,1.0,0.9612749849427236,338,818,338
Enterocytes,cDC2,LGALS3BP,ITGB1,0.3626771,0.0,0.1221889,0.17038254,0.18040758,0.0015952976,0.8693161,1.0,0.9612864471025856,17919,203,203
Monocytes inflammatory,Tc naive,LGALS9,CD47,0.19833791,0.836,0.03933628,-0.06975558,-0.041484326,0.00048105972,0.7905452,1.0,0.9613112918955312,50,406,50
Th effector,Th naive,TGFB1,ITGB1,0.22427258,0.0,0.03321563,0.13691577,0.016408995,0.00054278836,0.776199,1.0,0.9613112918955312,1258,1182,1182
B cell memory,Th memory,FAM3C,LAMP1,0.12843151,1.0,0.016414367,-0.18990381,-0.21928972,0.00041903826,0.70914185,1.0,0.961328319879968,5004,8461,5004
Colonocytes DUOX2,Monocytes,ZG16B,TLR2,0.37830126,0.0,0.12219616,2.062573,0.72310704,0.0494469,0.86931944,0.0113504621912129,0.9613590618740186,4757,767,767
Colonocytes BEST4,Stem cells,ADAM10,TSPAN15,0.22461143,0.0,0.03321503,0.58314764,0.28308713,0.0047019324,0.77619743,0.0669039158089846,0.9613657540388468,338,2790,338
B cell memory,Macrophages IFN-activated,MAML2,NOTCH2,0.1297499,0.0,0.01641631,0.49665242,0.18664446,0.003654601,0.70915407,0.1928055743280313,0.9613882496717426,5004,818,818
Macrophages proliferating,ILC3,CLEC11A,ITGB1,0.35594535,0.0,0.122196704,1.78946,0.5069102,0.0113229845,0.86931974,0.039502323917205,0.9613953706310095,127,23,23
Macrophages FOLR2,B cell naive,LGALS9,CD47,0.37861556,0.0,0.1412729,0.35520387,0.26865262,0.0017276851,0.87734103,0.4060666837846959,0.9614310562424564,6473,3019,3019
Macrophages FOLR2,Macrophages proliferating,ADAM10,TSPAN15,0.12923461,0.0,0.01641648,0.20054778,0.10227121,0.0023239234,0.70915514,0.8718281678110086,0.961448178289022,6473,127,127
Macrophages FOLR2,Monocytes inflammatory,SERPING1,LRP1,0.23692027,0.0,0.03321321,1.1433594,0.45447114,0.008613793,0.77619267,0.039502323917205,0.9614565288487488,6473,50,50
Th memory,Stem cells,RTN4,GJB2,0.19832997,0.975,0.038960993,0.36171365,-0.09385443,0.0034728064,0.78975046,1.0,0.9614565288487488,8461,2790,2790
Th memory,cDC2,TGFB1,ENG,0.19832939,0.0,0.03463241,0.49854913,0.20119227,0.0026185515,0.779806,0.1654660311439434,0.961492840372608,8461,203,203
Paneth cells,Tc naive,SPTAN1,PTPRA,0.12879759,0.314,0.016416619,0.011336881,0.0012890548,0.00072261767,0.709156,1.0,0.9615081057318178,5623,406,406
Th naive,Monocytes,HLA-DPB1,CD4,0.25374866,0.028,0.03321028,0.55332625,-0.4325618,0.00022317596,0.77618504,1.0,0.9615654661630731,1182,767,767
Neutrophils,Th17,LILRB4,LAIR1,0.1285265,0.041,0.01641699,0.54989845,0.16274507,0.0021778836,0.70915836,1.0,0.9615680320001412,5,3171,5
Tc naive,Th17,HLA-F,CD8A,0.35001504,0.0,0.12223891,0.38132888,0.24219215,0.0029006253,0.86933935,0.2789066283421504,0.9615769281291696,406,3171,406
Monocytes inflammatory,Macrophages FOLR2,VCAN,TLR1,0.19832864,0.0,0.035524726,1.9060292,0.5642052,0.021589916,0.7819823,0.0250444036054156,0.961601780429702,50,6473,50
Monocytes,Stem cells,APP,LRP10,0.23915063,0.0,0.033209458,0.07623857,-0.0011062324,0.0009091238,0.77618283,1.0,0.961601780429702,767,2790,767
Colonocytes BEST4,NK cells,HLA-F,CD8B,0.37857172,0.0,0.13260728,0.50099283,0.32970032,0.0034369451,0.8738941,0.1183804685042162,0.9616133377157052,338,163,163
Tc naive,cDC2,ARF6,SMAP1,0.12885052,1.0,0.016417665,-0.22909307,-0.19852316,0.000285858,0.7091626,1.0,0.961627957094004,406,203,203
Monocytes,Macrophages proliferating,SIRPA,CD47,0.37162563,0.0,0.122239806,0.9575464,0.444863,0.0048115235,0.86933976,0.039502323917205,0.9616313998355496,767,127,127
Macrophages proliferating,Monocytes,CD47,SIRPA,0.37162563,0.0,0.122239806,0.9575464,0.444863,0.0048115235,0.86933976,0.039502323917205,0.9616313998355496,127,767,127
B cell memory,Neutrophils,TGFB1,CXCR4,0.19832614,0.552,0.035769563,-0.0023531318,-0.26103184,0.00027077828,0.7825672,1.0,0.9616562535439228,5004,5,5
B cell memory,Capillary endothelial cells,TGFB1,ACVR1B_TGFBR2,0.19832614,0.021,0.035769563,0.4658454,0.17670983,0.0043026237,0.7825672,0.9543958889803992,0.9616562535439228,5004,5,5
Tfh,Plasma cell,SPTAN1,PTPRA,0.12870044,0.19,0.016418355,0.01362481,0.0029478744,0.0007226941,0.7091669,1.0,0.9616878810134174,1216,21820,1216
Th17,Th17,TNF,TRADD,0.1983251,0.0,0.036495917,0.4544735,0.26692668,0.0026472968,0.7842727,0.1664544148596051,0.961710728715311,3171,3171,3171
Colonocytes,Capillary endothelial cells,MDK,TSPAN1,0.35882938,0.275,0.12225965,0.10133775,-0.16457674,0.002318508,0.86934894,1.0,0.961722190584234,12656,5,5
Paneth cells,Macrophages proliferating,LGALS1,CD69,0.19832426,1.0,0.03572024,-0.2764755,-0.58250403,0.00012049847,0.7824498,1.0,0.9617470466391264,5623,127,127
NK cells,Macrophages proliferating,BSG,SLC16A7,0.14481969,1.0,0.016418876,-0.052172348,-0.32415074,0.0010101364,0.7091702,1.0,0.9617478037583936,163,127,127
Macrophages IFN-activated,Colonocytes DUOX2,ARF6,SMAP1,0.3785361,0.0,0.13140573,0.41349626,0.32893577,0.0022879853,0.8733917,0.2236701226749612,0.9617591687651024,818,4757,818
Th naive,T cells proliferating,GNAI2,CCR5,0.1983236,0.0,0.034858488,0.47577077,0.06316152,0.0017078405,0.78036416,0.6431952343652375,0.961783365477268,1182,40,40
Th17,cDC2,LRPAP1,SORL1,0.12878948,1.0,0.01641896,-0.094673164,-0.11156611,0.00041910238,0.7091707,1.0,0.9618077253289434,3171,203,203
Macrophages proliferating,Macrophages immature,TNFSF12,CD163,0.201473,0.0,0.033207282,0.67320836,0.36561954,0.003963852,0.77617717,0.039502323917205,0.961819685229746,127,551,127
Enterocytes,Th memory,HLA-DPA1,CD4,0.19832197,1.0,0.037425097,0.07053531,-0.56370187,0.000247104,0.78639185,1.0,0.961819685229746,17919,8461,8461
Colonocytes DUOX2,B cell cycling,LMAN1,MCFD2,0.2371885,0.0,0.033206213,0.04896213,0.042197697,0.0011993329,0.77617437,1.0,0.9618560058965728,4757,224,224
Monocytes inflammatory,Macrophages FOLR2,MMP9,IFNAR1,0.19832005,0.0,0.03701297,0.57706475,0.5212954,0.0032083306,0.7854604,0.0708007201682219,0.9618560058965728,50,6473,50
Colonocytes BEST4,TA cells,PSEN1,NOTCH1,0.13317627,0.0,0.016419247,0.39615738,0.16156667,0.0028250897,0.7091725,0.2534899556767411,0.961867645725079,338,5824,338
Plasma cell cycling,B cell naive,TIMP2,CD44,0.22606763,0.103,0.033206068,0.047398567,-0.01656907,0.00056460715,0.776174,1.0,0.9618923274777592,72,3019,72
Stem cells,Macrophages proliferating,NECTIN3,NECTIN2,0.37851357,0.0,0.13710877,1.326108,0.6461215,0.029395632,0.8757221,0.039502323917205,0.9619050050313904,2790,127,127
ILC3,Tc,SPTAN1,PTPRA,0.12838212,0.449,0.016420586,0.012135612,-0.010083087,0.00072279235,0.7091809,1.0,0.9619275649468108,23,6712,23
Capillary endothelial cells,B cell naive,ICAM1,IL2RG,0.19831054,0.282,0.035765234,0.11213179,-0.016746245,0.00067983527,0.78255695,1.0,0.961928649973318,5,3019,5
Stem cells,Macrophages IFN-activated,VEGFB,NRP1,0.19830616,0.0,0.03861753,0.5459781,0.26473284,0.0032483344,0.7890144,0.0848498308234245,0.9619649733832591,2790,818,818
Treg,Th effector,TIMP1,CD63,0.22760461,1.0,0.033205274,-0.46071494,-1.0692362,0.00010958264,0.7761719,1.0,0.9619649733832591,449,1258,449
cDC2,Th memory,IL16,CD4,0.13041598,0.0,0.01642063,0.18496835,0.07507165,0.0006295855,0.7091812,1.0,0.9619874829941516,203,8461,203
B cell cycling,Enterocytes,FAM3C,LAMP1,0.19830582,0.722,0.0380552,-0.022683706,-0.038675338,0.00097150175,0.78779083,1.0,0.9620012977075952,224,17919,224
Tfh,Macrophages proliferating,LRPAP1,LDLR,0.21283859,0.001,0.03320314,0.25725245,0.13694558,0.0012131789,0.7761663,0.8316925593769927,0.9620376229463372,1216,127,127
Paneth cells,Macrophages FOLR2,VEGFA,ITGA9,0.1983056,0.0,0.035748813,1.128098,0.34021324,0.010767572,0.78251785,0.039502323917205,0.9620376229463372,5623,6473,5623
Tc naive,Tc naive,SELPLG,ITGB2,0.14357279,0.0,0.016420742,0.26262406,0.08641276,0.0008926049,0.7091819,1.0,0.962047399867112,406,406,406
B cell cycling,B cell naive,MIF,CD44_CD74,0.34983945,0.155,0.12228721,0.051191997,-0.087766945,0.0007911915,0.86936176,1.0,0.9620490845959118,224,3019,224
Macrophages LYVE1,Goblet cells,TIMP2,CD44,0.19829422,0.492,0.03920894,0.027155437,-0.045828477,0.0006666748,0.7902766,1.0,0.9620739490994972,48,9555,48
Colonocytes BEST4,Th effector,APP,PTGER2,0.20355149,0.0,0.033202816,0.29736668,0.14114241,0.00279438,0.7761655,0.4882021051247686,0.9620739490994972,338,1258,338
Macrophages immature,Paneth cells,MIF,TNFRSF14,0.13200006,1.0,0.016421027,-0.29164267,-0.43257797,0.00018282354,0.7091837,1.0,0.9621073155657036,551,5623,551
T cells proliferating,Monocytes,TGFB1,ITGB1,0.35282856,0.0,0.12230026,0.41507453,0.30036843,0.0019985517,0.86936784,0.2877059873251784,0.9621217377677828,40,767,40
Macrophages IFN-activated,Macrophages immature,ADAM9,ITGB1,0.19829088,0.0,0.038486283,0.24890698,0.118049376,0.0020008408,0.78873086,0.6651363452709524,0.9621466041491152,818,551,551
Neutrophils,Goblet cells,AREG,EGFR_ERBB2,0.1285418,0.006,0.016421232,0.7968677,0.17000544,0.014871976,0.709185,0.805550567791951,0.9621672300899384,5,9555,5
Colonocytes DUOX2,Macrophages LYVE1,ADAM10,CD44,0.19828896,0.325,0.03850388,0.16296366,0.0046902597,0.00084122067,0.78876895,1.0,0.9621829330455964,4757,48,48
Th17,Macrophages proliferating,GNAI2,C5AR1,0.35496998,0.0,0.12230646,1.0707517,0.45621005,0.0022168716,0.8693707,0.2199059162182988,0.9621943945973674,3171,127,127
cDC2,Macrophages proliferating,VCAN,TLR1,0.19828609,0.0,0.037892442,1.7902083,0.5061716,0.023028882,0.7874324,0.0279154852289423,0.9622192628565418,203,127,127
Monocytes,ILC3,BAG6,NCR3,0.13001782,0.003,0.016421583,0.38577902,0.1323545,0.0029897282,0.70918715,0.7418163256296905,0.9622271434398276,767,23,23
Plasma cell cycling,B cell germinal center,TGFB1,LPP,0.37843594,0.0,0.13100375,0.5895902,0.41942346,0.0031201472,0.8732222,0.0775870037315917,0.9622331556971654,72,1063,72
B cell naive,B cell cycling,ICAM3,ITGAL,0.22902548,0.0,0.033197816,0.16447678,0.07213493,0.0013340083,0.77615243,1.0,0.962255593581962,3019,224,224
cDC2,T cells proliferating,TIMP2,ITGB1,0.1982796,0.177,0.03484692,0.117634855,0.006323695,0.0009571852,0.7803357,1.0,0.962255593581962,203,40,40
Goblet cells,Goblet cells,LAMC2,ITGA6_ITGB4,0.1410867,0.0,0.016421873,0.45504028,0.19740188,0.017361611,0.709189,0.1722303427615541,0.9622870556153827,9555,9555,9555
cDC2,Colonocytes,ARF6,SMAP1,0.19827607,0.937,0.03929815,-0.052116267,-0.04662858,0.0006842441,0.79046494,1.0,0.9622919252218688,203,12656,203
Macrophages proliferating,Tfh,TOR2A,ATP5F1B,0.1982742,1.0,0.03928753,0.045543343,-0.517663,0.0007587282,0.7904425,1.0,0.9623282577762738,127,1216,127
Enterocytes,cDC2,CD99,CD81,0.35399246,0.956,0.12231837,-0.04836818,0.04240468,0.00055712997,0.86937624,1.0,0.9623397192300472,17919,203,203
Th naive,Stem cells,TNFSF13B,HLA-DPB1,0.13039994,1.0,0.016422141,-0.055844627,-0.69193053,8.0638136e-05,0.7091907,1.0,0.9623469666166152,1182,2790,1182
Neutrophils,Macrophages immature,TLN1,ITGB5,0.12854871,0.395,0.01642315,0.16680597,0.005004488,0.0011503317,0.70919704,1.0,0.9624368309166343,5,551,5
Capillary endothelial cells,Macrophages immature,VCL,ITGB5,0.12854871,0.062,0.01642315,0.45960042,0.16583097,0.0055227363,0.70919704,1.0,0.9624368309166343,5,551,5
Capillary endothelial cells,Stem cells,CALM1,INSR,0.19825958,0.992,0.035751108,-0.29114088,-0.8103624,0.00043613452,0.78252333,1.0,0.9625099342661744,5,2790,5
Capillary endothelial cells,Stem cells,NAMPT,INSR,0.19825958,0.117,0.035751108,0.3067984,0.11531542,0.0017448284,0.78252333,1.0,0.9625099342661744,5,2790,5
Capillary endothelial cells,Stem cells,IGF1,INSR,0.19825958,0.062,0.035751108,0.44140995,0.20209438,0.005583455,0.78252333,1.0,0.9625099342661744,5,2790,5
B cell cycling,cDC migratory,CD22,PTPRC,0.3506316,0.128,0.12233702,0.79286873,0.19326144,0.0020017298,0.8693849,1.0,0.9625213955971776,224,14,14
B cell naive,Macrophages LYVE1,FAM3C,LAMP1,0.1288491,1.0,0.016424548,-0.18867658,-0.21323618,0.0004192982,0.7092058,1.0,0.9625266925744926,3019,48,48
cDC2,Macrophages FOLR2,CD52,SIGLEC10,0.37837252,0.0,0.13615696,0.7691747,0.30809698,0.002238534,0.8753425,0.2142798649197325,0.9625613327492124,203,6473,203
cDC2,Plasma cell,TGFB1,ITGB1,0.21975157,0.006,0.033193044,0.12337649,0.019869775,0.00054241926,0.7761399,1.0,0.9625826112640244,203,21820,203
TA cells,NK cells,CD55,ADGRE5,0.136258,1.0,0.016424682,-0.087455936,-0.17750211,0.00032773652,0.70920664,1.0,0.9625865988785498,5824,163,163
Plasma cell,Goblet cells,TIMP2,ITGB1,0.35331804,0.0,0.12234646,0.48075148,0.3969538,0.003360648,0.86938924,0.1375305949365141,0.9625940725458346,21820,9555,9555
TA cells,Th17,SLPI,CD4,0.22583939,0.0,0.033192597,0.47026828,0.286476,0.0033648473,0.7761387,0.1486728184177015,0.962618951134829,5824,3171,3171
NK cells,ILC3,MIF,CD44_CD74,0.19825304,0.994,0.036830448,-0.22219485,-0.3293082,0.00023829094,0.78504354,1.0,0.962618951134829,163,23,23
